Player,player_id,team,date,home,opponent,win,team_pts,opp_pts,minutes,fgmade,fgatt,made3,att3,made1,att1,offrb,defrb,totrb,assist,steal,block,turnover,fouls,points,efficiency,,
Angel Goodrich,107,TUL,815,0,ATL,0,76,92,7,3,4,0,0,0,0,0,1,1,1,1,0,1,0,6,7,,
Angel Goodrich,107,TUL,816,0,MIN,0,63,80,10,1,2,0,0,0,0,2,1,3,1,0,0,1,0,2,4,,
Elena Delle Donne,109,CHI,516,1,IND,1,74,71,36,6,17,1,4,10,11,2,3,5,3,0,1,2,3,23,18,,
Elena Delle Donne,109,CHI,517,0,NYL,1,79,65,36,8,20,1,4,6,6,1,4,5,2,2,2,1,1,23,21,,
Elena Delle Donne,109,CHI,521,1,CON,1,78,68,36,8,18,0,2,5,6,0,4,4,2,0,4,1,0,21,19,,
Elena Delle Donne,109,CHI,524,1,ATL,1,87,73,31,8,15,2,5,9,9,1,0,1,0,2,1,1,1,27,23,,
Elena Delle Donne,109,CHI,526,1,MIN,0,72,75,36,7,19,2,6,0,0,3,3,6,2,1,2,2,1,16,13,,
Elena Delle Donne,109,CHI,530,1,CON,1,10,-82,30,9,20,2,4,8,8,2,0,2,3,0,2,1,0,28,23,,
Elena Delle Donne,109,CHI,606,1,LAS,0,88,102,30,8,16,1,3,16,16,6,8,14,1,1,1,1,1,33,41,,
Elena Delle Donne,109,CHI,607,0,ATL,0,59,97,25,3,10,1,2,0,0,1,2,3,1,0,1,0,3,7,5,,
Elena Delle Donne,109,CHI,625,0,CON,0,69,79,17,3,11,0,2,7,7,1,3,4,0,1,1,0,1,13,11,,
Elena Delle Donne,109,CHI,731,1,NYL,1,87,74,11,3,8,1,1,3,3,0,1,1,0,0,1,1,1,10,6,,
Elena Delle Donne,109,CHI,803,1,WAS,1,76,65,16,7,12,3,4,4,5,1,2,3,0,1,1,0,2,21,20,,
Elena Delle Donne,109,CHI,805,0,CON,1,82,66,21,4,7,1,2,6,7,1,3,4,0,0,1,2,0,15,14,,
Elena Delle Donne,109,CHI,807,0,MIN,0,64,74,16,1,7,0,3,0,0,0,1,1,0,0,0,0,2,2,-3,,
Elena Delle Donne,109,CHI,810,1,ATL,1,80,69,21,4,9,2,5,5,5,0,2,2,0,0,3,0,1,15,15,,
Elena Delle Donne,109,CHI,813,0,WAS,1,72,69,23,7,9,1,2,3,3,0,2,2,2,0,0,0,3,18,20,,
Elena Delle Donne,109,CHI,816,0,IND,0,67,71,22,5,14,2,6,2,4,3,4,7,2,1,3,0,2,14,16,,
Tamika Catchings,110,IND,705,1,SAN,0,70,71,20,1,7,0,0,4,5,2,5,7,4,2,3,1,2,6,14,,
Tamika Catchings,110,IND,708,0,TUL,1,78,76,31,8,14,1,2,6,7,4,7,11,4,0,2,0,3,23,33,,
Tamika Catchings,110,IND,710,1,CON,1,72,68,27,8,15,0,0,5,7,1,6,7,0,1,0,1,0,21,19,,
Tamika Catchings,110,IND,712,1,ATL,0,74,93,32,4,12,2,6,4,4,1,6,7,4,4,1,4,1,14,18,,
Tamika Catchings,110,IND,715,1,LAS,0,78,86,34,8,16,3,5,6,7,1,3,4,0,1,2,5,3,25,18,,
Tamika Catchings,110,IND,717,1,CHI,1,82,64,28,9,14,1,1,6,7,1,8,9,2,4,0,3,0,25,31,,
Tamika Catchings,110,IND,722,0,CHI,0,57,60,24,4,9,0,2,3,7,3,6,9,0,3,0,4,3,11,10,,
Tamika Catchings,110,IND,726,0,SAN,1,75,68,16,0,8,0,0,1,2,0,1,1,2,0,0,1,1,1,-6,,
Tamika Catchings,110,IND,728,0,LAS,0,73,77,25,7,10,0,2,2,3,1,2,3,3,1,0,2,3,16,17,,
Tamika Catchings,110,IND,731,0,SEA,1,76,67,27,4,9,2,5,6,6,0,6,6,4,1,1,2,3,16,21,,
Tamika Catchings,110,IND,802,0,PHO,0,69,79,23,0,10,0,2,8,8,2,5,7,0,1,1,2,2,8,5,,
Tamika Catchings,110,IND,805,1,MIN,0,64,66,25,5,12,0,1,2,3,2,4,6,0,2,2,1,1,12,13,,
Tamika Catchings,110,IND,808,1,WAS,0,61,74,26,4,14,1,3,2,2,0,4,4,2,1,0,2,2,11,6,,
Tamika Catchings,110,IND,810,0,NYL,1,90,76,29,11,19,4,5,3,6,0,3,3,4,1,0,1,1,29,25,,
Tamika Catchings,110,IND,814,1,NYL,1,76,63,30,7,14,0,2,1,2,0,9,9,1,4,1,2,2,15,20,,
Tamika Catchings,110,IND,816,1,CHI,1,71,67,31,10,19,0,2,5,5,3,6,9,0,1,0,2,3,25,24,,
Delisha Milton,111,NYL,516,0,CON,1,75,54,31,3,9,0,2,4,6,2,4,6,2,0,0,2,2,10,8,,
Delisha Milton,111,NYL,517,1,CHI,0,65,79,25,4,7,1,2,0,0,0,3,3,1,1,0,3,4,9,8,,
Delisha Milton,111,NYL,524,0,MIN,0,82,87,25,4,10,0,1,2,2,1,2,3,2,1,0,2,5,10,8,,
Delisha Milton,111,NYL,527,1,SEA,1,70,64,18,3,7,0,0,0,0,1,1,2,1,1,0,2,3,6,4,,
Delisha Milton,111,NYL,530,0,WAS,0,60,68,21,2,9,1,2,0,0,1,2,3,2,1,0,0,0,5,4,,
Delisha Milton,111,NYL,531,0,IND,0,66,70,24,2,4,0,0,0,0,0,5,5,0,1,3,2,2,4,9,,
Delisha Milton,111,NYL,605,1,SAN,0,75,87,15,3,6,0,0,0,0,1,2,3,2,0,0,1,1,6,7,,
Delisha Milton,111,NYL,608,1,WAS,1,81,64,17,3,8,0,0,0,0,0,1,1,4,0,0,1,3,6,5,,
Delisha Milton,111,NYL,610,0,TUL,0,57,72,23,4,10,0,0,1,1,1,4,5,1,1,0,1,4,9,9,,
Delisha Milton,111,NYL,613,1,CON,0,75,83,11,0,2,0,1,0,0,0,0,0,1,0,0,1,3,0,-2,,
Delisha Milton,111,NYL,615,0,CON,0,72,76,21,2,5,0,0,2,2,1,1,2,0,0,1,0,1,6,6,,
Delisha Milton,111,NYL,618,0,CHI,0,10,-105,18,1,8,0,1,3,6,1,0,1,1,0,0,1,3,5,-4,,
Delisha Milton,111,NYL,620,0,ATL,0,64,85,17,5,8,0,0,0,0,0,1,1,0,0,1,0,2,10,9,,
Delisha Milton,111,NYL,622,1,ATL,1,85,78,12,1,3,0,1,0,0,0,2,2,1,1,0,1,2,2,3,,
Delisha Milton,111,NYL,627,1,CHI,0,69,73,6,2,3,0,0,2,2,0,0,0,0,0,0,0,1,6,5,,
Delisha Milton,111,NYL,629,1,CON,1,67,65,12,2,3,0,0,1,2,0,4,4,0,0,0,1,1,5,6,,
Delisha Milton,111,NYL,701,1,TUL,1,90,74,10,2,6,0,0,0,0,0,1,1,0,0,1,0,0,4,2,,
Delisha Milton,111,NYL,706,1,MIN,1,87,80,10,2,5,0,0,0,0,2,1,3,2,1,0,2,1,4,5,,
Delisha Milton,111,NYL,709,0,SAN,0,66,80,4,1,1,0,0,0,0,0,2,2,0,0,0,0,0,2,4,,
Delisha Milton,111,ATL,712,0,IND,1,93,74,18,1,4,1,2,4,4,0,1,1,0,1,3,2,3,7,7,,
Delisha Milton,111,ATL,713,1,CHI,1,81,79,5,1,3,0,0,0,0,0,1,1,0,0,0,1,0,2,0,,
Nadia Colhado,112,ATL,524,0,CHI,0,73,87,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,
Nadia Colhado,112,ATL,601,0,CON,0,76,85,5,1,1,0,0,0,0,0,0,0,0,1,0,0,1,2,3,,
Nadia Colhado,112,ATL,607,1,CHI,1,97,59,8,3,5,0,0,0,2,1,3,4,0,0,2,0,2,6,8,,
Nadia Colhado,112,ATL,620,1,NYL,1,85,64,9,1,3,0,0,0,0,0,2,2,0,0,0,0,0,2,2,,
Nadia Colhado,112,ATL,626,0,SAN,1,81,79,4,1,1,0,0,0,0,0,1,1,0,1,0,1,0,2,3,,
Nadia Colhado,112,ATL,713,1,CHI,1,81,79,8,0,1,0,0,1,2,0,2,2,0,1,0,0,3,1,2,,
Nadia Colhado,112,ATL,716,0,NYL,0,75,77,11,2,3,0,0,0,0,0,3,3,0,0,0,0,3,4,6,,
Nadia Colhado,112,ATL,731,0,TUL,1,85,75,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2,3,,
Nadia Colhado,112,ATL,803,1,NYL,0,76,83,6,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,,
Nadia Colhado,112,ATL,805,0,PHO,0,67,75,7,1,2,0,0,0,0,0,3,3,0,0,1,1,2,2,4,,
Nadia Colhado,112,ATL,807,0,SEA,0,68,88,8,2,4,0,0,1,2,0,0,0,1,0,0,0,1,5,3,,
Nadia Colhado,112,ATL,808,0,LAS,0,77,80,6,2,2,0,0,0,0,0,2,2,0,0,0,1,0,4,5,,
Nadia Colhado,112,ATL,810,0,CHI,0,69,80,10,1,2,0,0,0,0,0,1,1,0,0,1,0,2,2,3,,
Nadia Colhado,112,ATL,813,1,PHO,1,96,82,8,4,6,0,0,0,0,1,1,2,0,0,0,0,3,8,8,,
Nadia Colhado,112,ATL,815,1,TUL,1,92,76,7,1,2,0,0,0,0,0,1,1,0,0,0,2,1,2,0,,
Nadia Colhado,112,ATL,817,0,CON,0,55,84,24,1,7,0,0,0,1,1,6,7,0,1,2,3,3,2,2,,
Matee Ajavon,113,ATL,516,1,SAN,1,79,75,12,2,3,0,1,0,0,1,0,1,1,1,0,1,4,4,5,,
Matee Ajavon,113,ATL,517,0,IND,1,90,88,16,0,2,0,1,0,0,0,0,0,1,2,0,2,1,0,-1,,
Matee Ajavon,113,ATL,524,0,CHI,0,73,87,16,0,7,0,2,4,4,1,1,2,1,2,0,0,1,4,2,,
Matee Ajavon,113,ATL,525,1,IND,0,77,82,8,0,3,0,0,1,2,0,0,0,0,2,0,2,2,1,-3,,
Matee Ajavon,113,ATL,530,1,SEA,1,80,69,4,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,-3,,
Matee Ajavon,113,ATL,601,0,CON,0,76,85,15,1,6,0,0,1,2,1,2,3,0,2,0,3,1,3,-1,,
Matee Ajavon,113,ATL,603,1,LAS,1,93,85,6,2,4,0,0,0,0,0,0,0,1,0,0,0,0,4,3,,
Matee Ajavon,113,ATL,626,0,SAN,1,81,79,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,,
Matee Ajavon,113,ATL,629,0,IND,1,76,68,5,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,,
Matee Ajavon,113,ATL,701,1,IND,0,70,77,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
Matee Ajavon,113,ATL,708,1,CON,1,83,71,5,0,0,0,0,0,0,1,1,2,0,0,0,1,0,0,1,,
Matee Ajavon,113,ATL,712,0,IND,1,93,74,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,,
Matee Ajavon,113,ATL,713,1,CHI,1,81,79,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,,
Matee Ajavon,113,ATL,716,0,NYL,0,75,77,3,0,1,0,0,1,2,0,0,0,0,0,0,1,2,1,-2,,
Matee Ajavon,113,ATL,725,1,CHI,0,75,79,12,1,1,0,0,2,2,0,0,0,0,0,0,1,2,4,3,,
Matee Ajavon,113,ATL,727,0,WAS,0,67,77,5,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,-2,,
Matee Ajavon,113,ATL,803,1,NYL,0,76,83,10,1,1,0,0,0,0,1,0,1,0,0,0,0,1,2,3,,
Matee Ajavon,113,ATL,805,0,PHO,0,67,75,3,0,2,0,0,0,2,1,0,1,0,0,0,0,0,0,-3,,
Matee Ajavon,113,ATL,807,0,SEA,0,68,88,12,1,2,1,1,2,2,0,0,0,0,1,0,1,2,5,4,,
Matee Ajavon,113,ATL,808,0,LAS,0,77,80,11,2,3,0,1,0,0,1,0,1,4,0,0,1,2,4,7,,
Matee Ajavon,113,ATL,810,0,CHI,0,69,80,23,3,8,0,2,2,3,0,2,2,3,0,0,0,3,8,7,,
Matee Ajavon,113,ATL,813,1,PHO,1,96,82,17,1,2,0,0,2,2,0,2,2,3,0,0,0,2,4,8,,
Matee Ajavon,113,ATL,815,1,TUL,1,92,76,10,1,2,0,0,1,2,1,0,1,0,0,0,0,1,3,2,,
Matee Ajavon,113,ATL,817,0,CON,0,55,84,14,0,1,0,0,5,6,2,0,2,1,0,0,3,2,5,3,,
Amanda Thompson,114,ATL,524,0,CHI,0,73,87,23,3,4,0,0,0,0,2,2,4,1,3,3,1,1,6,15,,
Amanda Thompson,114,ATL,525,1,IND,0,77,82,9,0,0,0,0,2,2,0,1,1,1,0,0,1,3,2,3,,
Amanda Thompson,114,ATL,530,1,SEA,1,80,69,15,1,2,0,0,0,0,1,1,2,1,1,0,2,1,2,3,,
Amanda Thompson,114,ATL,601,0,CON,0,76,85,13,0,1,0,0,2,2,0,2,2,1,0,0,0,1,2,4,,
Amanda Thompson,114,ATL,607,1,CHI,1,97,59,6,0,2,0,0,0,0,4,1,5,1,0,0,0,1,0,4,,
Amanda Thompson,114,ATL,615,0,WAS,1,75,67,6,0,3,0,0,1,2,3,1,4,1,0,0,1,2,1,1,,
Amanda Thompson,114,ATL,618,1,WAS,1,83,73,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
Amanda Thompson,114,ATL,620,1,NYL,1,85,64,9,0,0,0,0,0,0,0,4,4,0,0,1,0,0,0,5,,
Amanda Thompson,114,ATL,622,0,NYL,0,78,85,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Amanda Thompson,114,ATL,701,1,IND,0,70,77,18,3,4,0,0,0,1,1,3,4,0,0,2,3,3,6,7,,
Amanda Thompson,114,ATL,713,1,CHI,1,81,79,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,
Amanda Thompson,114,ATL,716,0,NYL,0,75,77,6,0,1,0,0,2,2,1,0,1,1,0,1,0,1,2,4,,
Amanda Thompson,114,ATL,722,0,MIN,0,10,-112,3,1,1,0,0,0,0,0,1,1,1,0,0,0,0,2,4,,
Amanda Thompson,114,ATL,731,0,TUL,1,85,75,5,0,1,0,0,0,0,0,2,2,0,0,0,0,2,0,1,,
Amanda Thompson,114,ATL,803,1,NYL,0,76,83,4,0,1,0,0,0,0,1,1,2,0,0,0,1,0,0,0,,
Amanda Thompson,114,ATL,805,0,PHO,0,67,75,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Amanda Thompson,114,ATL,807,0,SEA,0,68,88,15,2,7,0,0,3,3,3,3,6,1,0,1,0,4,7,10,,
Amanda Thompson,114,ATL,808,0,LAS,0,77,80,4,1,1,0,0,0,0,1,1,2,0,0,1,0,0,2,5,,
Amanda Thompson,114,ATL,810,0,CHI,0,69,80,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,,
Amanda Thompson,114,ATL,813,1,PHO,1,96,82,5,1,3,0,0,0,0,1,0,1,0,0,0,1,2,2,0,,
Amanda Thompson,114,ATL,817,0,CON,0,55,84,18,1,5,0,0,0,0,2,1,3,1,0,1,2,3,2,1,,
Inga Orekhova,115,ATL,517,0,IND,1,90,88,6,0,1,0,1,0,0,0,0,0,0,0,2,0,1,0,1,,
Inga Orekhova,115,ATL,524,0,CHI,0,73,87,7,0,4,0,2,0,0,0,1,1,0,0,0,0,0,0,-3,,
Courtney Vandersloot,116,CHI,516,1,IND,1,74,71,30,4,11,1,2,0,0,1,3,4,5,0,0,3,3,9,8,,
Courtney Vandersloot,116,CHI,517,0,NYL,1,79,65,32,5,12,0,2,2,3,0,5,5,8,3,2,4,2,12,18,,
Courtney Vandersloot,116,CHI,521,1,CON,1,78,68,35,6,9,2,3,4,4,0,3,3,7,2,1,2,5,18,26,,
Courtney Vandersloot,116,CHI,524,1,ATL,1,87,73,32,4,7,1,1,1,1,1,1,2,11,1,2,4,1,10,19,,
Courtney Vandersloot,116,CHI,526,1,MIN,0,72,75,24,4,8,0,1,0,0,1,1,2,10,0,0,3,5,8,13,,
Courtney Vandersloot,116,CHI,530,1,CON,1,10,-82,26,0,4,0,0,0,2,0,1,1,13,0,0,1,1,0,7,,
Courtney Vandersloot,116,CHI,606,1,LAS,0,88,102,27,1,4,0,0,0,0,1,3,4,4,1,1,6,2,2,3,,
Courtney Vandersloot,116,CHI,607,0,ATL,0,59,97,23,2,7,0,0,1,2,0,1,1,7,2,0,4,1,5,5,,
Courtney Vandersloot,116,CHI,610,1,SEA,0,76,80,14,1,3,0,0,0,0,1,1,2,1,0,0,2,3,2,1,,
Courtney Vandersloot,116,CHI,613,0,WAS,0,68,79,28,1,7,0,1,3,3,0,2,2,5,1,0,1,5,5,6,,
Courtney Vandersloot,116,CHI,618,1,NYL,1,10,-100,36,5,9,2,3,5,5,1,0,1,8,1,1,1,0,17,23,,
Courtney Vandersloot,116,CHI,620,1,IND,0,75,83,22,5,7,1,2,0,0,0,2,2,5,3,1,4,2,11,16,,
Courtney Vandersloot,116,CHI,622,1,TUL,0,99,105,23,2,6,0,3,0,0,1,3,4,3,3,0,2,3,4,8,,
Courtney Vandersloot,116,CHI,625,0,CON,0,69,79,29,2,5,1,2,0,0,0,0,0,5,0,1,1,3,5,7,,
Courtney Vandersloot,116,CHI,627,0,NYL,1,73,69,32,0,6,0,2,2,2,1,2,3,4,1,0,4,3,2,0,,
Courtney Vandersloot,116,CHI,816,0,IND,0,67,71,14,2,3,0,0,0,0,0,0,0,2,2,0,1,2,4,6,,
Courtney Vandersloot,116,CHI,817,1,SAN,0,72,84,21,3,9,1,2,2,2,0,3,3,4,1,0,4,2,9,7,,
Gennifer Brandon,117,CHI,516,1,IND,1,74,71,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,,
Gennifer Brandon,117,CHI,517,0,NYL,1,79,65,3,1,2,0,0,0,0,0,1,1,0,0,0,0,1,2,2,,
Gennifer Brandon,117,CHI,521,1,CON,1,78,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Gennifer Brandon,117,CHI,524,1,ATL,1,87,73,1,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,-1,,
Gennifer Brandon,117,CHI,530,1,CON,1,10,-82,9,1,3,0,0,1,2,2,4,6,0,1,0,0,1,3,7,,
Gennifer Brandon,117,CHI,606,1,LAS,0,88,102,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Gennifer Brandon,117,CHI,607,0,ATL,0,59,97,12,0,1,0,0,0,2,1,5,6,0,0,2,0,0,0,5,,
Gennifer Brandon,117,CHI,610,1,SEA,0,76,80,18,2,5,0,0,0,0,1,2,3,1,1,0,0,0,4,6,,
Gennifer Brandon,117,CHI,613,0,WAS,0,68,79,20,1,5,0,0,1,2,1,5,6,0,0,2,2,1,3,4,,
Gennifer Brandon,117,CHI,618,1,NYL,1,10,-100,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,,
Gennifer Brandon,117,CHI,717,0,IND,0,64,82,10,2,3,0,0,0,0,1,4,5,0,0,1,1,3,4,8,,
Gennifer Brandon,117,CHI,727,0,TUL,0,69,79,5,1,1,0,0,0,0,0,1,1,0,0,0,0,0,2,3,,
Gennifer Brandon,117,CHI,729,0,SAN,0,74,92,6,1,4,0,0,0,0,1,0,1,0,0,1,1,0,2,0,,
Gennifer Brandon,117,CHI,803,1,WAS,1,76,65,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,
Gennifer Brandon,117,CHI,805,0,CON,1,82,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Gennifer Brandon,117,CHI,817,1,SAN,0,72,84,28,1,7,0,0,4,7,4,6,10,2,1,1,3,0,6,8,,
Allison Hightower,118,CON,516,1,NYL,0,54,75,28,2,5,0,1,2,2,0,1,1,1,3,0,2,2,6,6,,
Allison Hightower,118,CON,518,0,MIN,0,87,90,32,6,15,0,3,0,0,0,0,0,4,2,1,1,6,12,9,,
Allison Hightower,118,CON,521,0,CHI,0,68,78,33,5,11,1,1,1,1,0,0,0,1,3,1,0,4,12,11,,
Allison Hightower,118,CON,523,1,SEA,1,71,59,32,7,11,0,1,0,0,1,1,2,2,1,0,0,2,14,15,,
Allison Hightower,118,CON,529,0,IND,0,65,79,25,2,10,0,3,2,3,4,2,6,0,1,1,3,5,6,2,,
Allison Hightower,118,CON,530,0,CHI,0,82,101,24,1,6,0,2,2,2,0,2,2,2,0,0,0,3,4,3,,
Allison Hightower,118,CON,601,1,ATL,1,85,76,24,4,7,1,2,4,5,1,5,6,2,1,1,3,5,13,16,,
Allison Hightower,118,CON,605,1,WAS,0,66,74,28,3,11,1,4,0,0,0,1,1,0,2,0,0,1,7,2,,
Allison Hightower,118,CON,607,1,IND,1,88,71,30,3,8,0,1,5,5,2,1,3,5,2,0,1,2,11,15,,
Allison Hightower,118,CON,612,1,PHO,1,96,95,17,3,7,2,3,2,2,0,2,2,2,0,0,1,2,10,9,,
Allison Hightower,118,CON,627,0,WAS,0,63,69,18,2,4,0,2,0,0,0,2,2,0,3,0,1,1,4,6,,
Allison Hightower,118,CON,629,0,NYL,0,65,67,13,0,2,0,1,2,2,0,2,2,0,0,0,1,0,2,1,,
Allison Hightower,118,CON,701,1,SAN,0,71,74,17,2,4,1,1,0,0,1,1,2,1,0,0,0,1,5,6,,
Allison Hightower,118,CON,703,1,TUL,0,83,96,13,1,3,0,2,0,0,1,1,2,0,0,0,0,0,2,2,,
Ebony Hoffman,119,CON,723,0,WAS,0,75,89,9,2,4,0,0,0,0,0,0,0,0,1,0,0,1,4,3,,
Ebony Hoffman,119,CON,727,1,MIN,0,65,76,9,0,3,0,1,0,0,0,3,3,2,0,0,0,2,0,2,,
Ebony Hoffman,119,CON,801,0,SAN,1,89,79,4,1,1,0,0,0,0,1,0,1,0,1,0,0,0,2,4,,
Ebony Hoffman,119,CON,803,0,LAS,0,69,70,5,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,
Ebony Hoffman,119,CON,805,1,CHI,0,66,82,15,0,3,0,0,0,0,2,0,2,1,0,0,2,2,0,-2,,
Ebony Hoffman,119,CON,808,0,NYL,0,66,71,14,0,3,0,0,0,0,1,2,3,1,1,0,2,4,0,0,,
Ebony Hoffman,119,CON,815,1,WAS,0,67,71,5,1,1,0,0,0,0,0,0,0,0,1,0,1,1,2,2,,
Ebony Hoffman,119,CON,817,1,ATL,1,84,55,8,2,2,0,0,0,0,2,3,5,0,0,0,1,1,4,8,,
Danielle McCray,120,CON,516,1,NYL,0,54,75,11,0,7,0,0,0,0,1,0,1,0,3,0,2,0,0,-5,,
Danielle McCray,120,CON,518,0,MIN,0,87,90,19,3,4,1,1,0,0,1,1,2,1,1,0,4,1,7,6,,
Danielle McCray,120,CON,521,0,CHI,0,68,78,8,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,-3,,
Danielle McCray,120,CON,523,1,SEA,1,71,59,9,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,-2,,
Danielle McCray,120,CON,529,0,IND,0,65,79,11,1,2,0,0,0,0,1,2,3,0,0,1,2,2,2,3,,
Danielle McCray,120,CON,530,0,CHI,0,82,101,9,0,2,0,1,0,0,0,1,1,1,1,0,1,0,0,0,,
Danielle McCray,120,CON,601,1,ATL,1,85,76,3,0,2,0,0,0,0,1,1,2,0,0,0,2,1,0,-2,,
Danielle McCray,120,CON,612,1,PHO,1,96,95,8,1,1,0,0,0,2,0,0,0,0,1,0,0,1,2,1,,
Danielle McCray,120,CON,613,0,NYL,1,83,75,3,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,-1,,
Danielle McCray,120,CON,615,1,NYL,1,76,72,11,3,4,0,0,2,4,1,2,3,0,1,0,1,4,8,8,,
Danielle McCray,120,CON,617,1,IND,1,89,67,13,0,4,0,0,0,0,0,0,0,2,0,0,3,0,0,-5,,
Danielle McCray,120,CON,801,0,SAN,1,89,79,13,0,4,0,1,0,2,0,1,1,2,0,0,1,1,0,-4,,
Danielle McCray,120,CON,803,0,LAS,0,69,70,14,0,3,0,0,2,2,1,2,3,0,2,0,0,0,2,4,,
Danielle McCray,120,CON,805,1,CHI,0,66,82,10,1,3,0,0,2,2,1,2,3,0,0,0,1,1,4,4,,
Danielle McCray,120,CON,808,0,NYL,0,66,71,9,1,2,1,1,0,0,0,2,2,0,0,0,0,1,3,4,,
Danielle McCray,120,CON,810,1,WAS,1,89,81,9,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,-3,,
Danielle McCray,120,CON,815,1,WAS,0,67,71,32,1,7,0,0,0,0,2,1,3,3,1,0,3,1,2,0,,
Danielle McCray,120,CON,817,1,ATL,1,84,55,21,2,5,0,1,1,2,0,1,1,5,1,0,1,2,5,7,,
Sydney Carter,121,IND,516,0,CHI,0,71,74,15,2,6,1,2,0,0,0,1,1,1,0,0,1,0,5,2,,
Sydney Carter,121,IND,517,1,ATL,0,88,90,34,2,5,0,2,2,4,0,1,1,4,1,1,4,1,6,4,,
Sydney Carter,121,IND,525,0,ATL,1,82,77,35,4,12,2,6,4,7,0,0,0,4,1,1,1,2,14,8,,
Sydney Carter,121,IND,529,1,CON,1,79,65,8,0,3,0,1,0,0,0,0,0,1,1,0,1,3,0,-2,,
Sydney Carter,121,IND,531,1,NYL,1,70,66,11,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,-2,,
Sydney Carter,121,IND,606,0,WAS,1,64,61,15,2,5,0,2,0,1,0,1,1,1,0,0,4,0,4,-2,,
Sydney Carter,121,IND,607,0,CON,0,71,88,14,3,6,0,1,3,3,0,1,1,3,2,0,3,0,9,9,,
Sydney Carter,121,IND,611,1,SEA,1,76,68,5,0,3,0,2,0,0,0,0,0,0,0,0,1,1,0,-4,,
Sydney Carter,121,IND,617,0,CON,0,67,89,6,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,-5,,
Sydney Carter,121,IND,620,0,CHI,1,83,75,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,,
Sydney Carter,121,IND,629,1,ATL,0,68,76,7,1,1,0,0,0,0,0,1,1,3,0,0,2,0,2,4,,
Sydney Carter,121,IND,701,0,ATL,1,77,70,15,3,6,0,1,5,5,1,2,3,2,0,0,1,2,11,12,,
Sydney Carter,121,IND,702,0,WAS,1,80,77,30,1,4,0,0,2,3,0,5,5,3,1,1,5,4,4,5,,
Sydney Carter,121,IND,705,1,SAN,0,70,71,18,1,5,1,2,0,0,1,0,1,1,1,0,1,1,3,1,,
Sydney Carter,121,IND,708,0,TUL,1,78,76,4,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,-2,,
Sydney Carter,121,IND,712,1,ATL,0,74,93,5,1,2,0,1,4,5,1,0,1,0,0,0,2,1,6,3,,
Sydney Carter,121,IND,715,1,LAS,0,78,86,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,,
Sydney Carter,121,IND,717,1,CHI,1,82,64,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,
Sydney Carter,121,IND,808,1,WAS,0,61,74,7,0,1,0,0,0,0,2,2,4,2,0,0,0,1,0,5,,
Sydney Carter,121,IND,810,0,NYL,1,90,76,7,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,1,,
Sydney Carter,121,IND,814,1,NYL,1,76,63,11,1,4,0,0,1,1,0,0,0,1,1,0,1,0,3,1,,
Sydney Carter,121,IND,816,1,CHI,1,71,67,6,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,-3,,
Sydney Carter,121,IND,817,0,NYL,0,61,73,17,1,4,0,2,2,2,1,1,2,3,0,0,1,1,4,5,,
Jasmine Hassell,122,IND,516,0,CHI,0,71,74,14,2,3,0,0,0,0,0,0,0,1,2,0,2,4,4,4,,
