Player,player_id,team,date,home,opponent,win,team_pts,opp_pts,minutes,fgmade,fgatt,made3,att3,made1,att1,offrb,defrb,totrb,assist,steal,block,turnover,fouls,points,efficiency,,
Danielle Robinson,22,SAN,705,0,IND,1,71,70,34,2,6,0,0,6,6,0,6,6,6,1,0,1,3,10,18,,
Danielle Robinson,22,SAN,709,1,NYL,1,80,66,29,5,9,0,0,3,3,1,2,3,3,3,0,3,3,13,15,,
Danielle Robinson,22,SAN,711,1,SEA,0,67,88,28,4,7,0,0,2,2,1,1,2,4,0,1,4,1,10,10,,
Danielle Robinson,22,SAN,713,0,PHO,0,61,90,28,4,10,0,1,0,0,1,2,3,1,0,2,1,4,8,7,,
Danielle Robinson,22,SAN,717,0,TUL,0,90,95,35,6,13,0,0,3,3,2,0,2,7,0,0,2,4,15,15,,
Danielle Robinson,22,SAN,722,1,TUL,1,95,93,32,9,15,0,0,3,4,1,4,5,7,1,0,1,4,21,26,,
Danielle Robinson,22,SAN,725,0,MIN,0,78,88,29,6,16,0,0,3,3,0,1,1,7,2,0,3,5,15,12,,
Danielle Robinson,22,SAN,726,1,IND,0,68,75,33,4,7,0,0,7,7,1,3,4,2,0,0,3,3,15,15,,
Danielle Robinson,22,SAN,729,1,CHI,1,92,74,33,2,4,0,0,2,2,2,2,4,6,3,0,1,4,6,16,,
Danielle Robinson,22,SAN,801,1,CON,0,79,89,34,4,11,0,1,2,2,2,0,2,7,3,0,2,3,10,13,,
Danielle Robinson,22,SAN,803,0,SEA,0,65,71,34,6,13,0,0,0,0,0,4,4,6,1,0,1,1,12,15,,
Danielle Robinson,22,SAN,807,1,PHO,0,73,78,40,5,16,0,0,0,0,0,3,3,5,2,0,0,3,10,9,,
Danielle Robinson,22,SAN,808,0,TUL,0,62,79,29,1,8,0,0,0,0,2,2,4,1,0,0,3,4,2,-3,,
Danielle Robinson,22,SAN,810,1,LAS,1,82,76,36,6,13,0,1,2,2,0,3,3,5,2,0,2,0,14,15,,
Danielle Robinson,22,SAN,815,1,MIN,1,92,76,29,5,12,0,1,2,2,0,2,2,7,0,0,0,5,12,14,,
Crystal Langhorne,23,SEA,516,1,LAS,0,69,80,24,3,6,0,0,0,0,0,9,9,0,0,0,2,1,6,10,,
Crystal Langhorne,23,SEA,517,0,PHO,0,64,81,19,2,2,0,0,5,6,0,1,1,0,1,0,3,3,9,7,,
Crystal Langhorne,23,SEA,523,0,CON,0,59,71,30,6,12,0,0,3,3,0,7,7,0,0,2,2,2,15,16,,
Crystal Langhorne,23,SEA,524,0,WAS,1,73,65,32,3,5,0,0,0,0,4,10,14,2,0,0,1,2,6,19,,
Crystal Langhorne,23,SEA,527,0,NYL,0,64,70,36,5,8,0,0,3,6,2,13,15,1,2,0,4,3,13,21,,
Crystal Langhorne,23,SEA,530,0,ATL,0,69,80,34,9,10,0,0,3,8,4,7,11,1,4,0,1,2,21,30,,
Crystal Langhorne,23,SEA,601,1,TUL,1,62,60,36,11,15,0,0,1,4,4,4,8,1,0,2,3,2,23,24,,
Crystal Langhorne,23,SEA,603,0,PHO,0,72,87,35,13,21,0,0,1,1,4,4,8,1,1,0,5,3,27,24,,
Crystal Langhorne,23,SEA,606,1,MIN,1,65,62,26,5,8,0,0,3,4,2,6,8,0,0,0,1,0,13,16,,
Crystal Langhorne,23,SEA,610,0,CHI,1,80,76,22,3,8,0,0,2,2,4,6,10,1,0,1,2,3,8,13,,
Crystal Langhorne,23,SEA,611,0,IND,0,68,76,25,3,6,0,0,2,4,1,4,5,2,1,0,3,3,8,8,,
Crystal Langhorne,23,SEA,613,0,SAN,1,79,72,25,4,7,0,0,2,5,1,8,9,0,1,0,3,1,10,11,,
Crystal Langhorne,23,SEA,615,0,TUL,0,79,85,26,4,7,0,0,0,0,2,5,7,3,1,0,2,2,8,14,,
Crystal Langhorne,23,SEA,619,1,SAN,0,82,87,14,1,3,0,0,0,0,1,8,9,2,0,1,2,2,2,10,,
Crystal Langhorne,23,SEA,622,1,WAS,1,89,86,26,4,7,1,1,2,4,3,2,5,0,0,0,0,1,11,11,,
Crystal Langhorne,23,SEA,624,0,LAS,0,57,65,30,2,9,0,0,0,0,0,7,7,1,0,1,3,2,4,3,,
Crystal Langhorne,23,SEA,627,1,MIN,1,81,71,22,4,7,0,0,3,3,2,6,8,0,0,1,0,2,11,17,,
Crystal Langhorne,23,SEA,629,0,MIN,0,69,74,24,2,6,0,0,2,4,2,6,8,0,0,0,2,2,6,6,,
Crystal Langhorne,23,SEA,703,1,LAS,0,56,70,32,9,15,1,1,0,1,1,7,8,1,0,0,1,3,19,20,,
Crystal Langhorne,23,SEA,705,1,CHI,1,80,73,34,8,10,0,0,3,5,2,6,8,0,0,0,1,2,19,22,,
Crystal Langhorne,23,SEA,709,0,PHO,0,58,78,25,3,11,0,0,3,4,2,8,10,0,0,0,1,4,9,9,,
Crystal Langhorne,23,SEA,711,0,SAN,1,88,67,29,7,10,0,0,2,2,2,3,5,2,2,0,1,4,16,21,,
Crystal Langhorne,23,SEA,713,0,MIN,0,60,77,28,2,8,0,0,3,3,3,5,8,2,2,0,3,2,7,10,,
Crystal Langhorne,23,SEA,715,1,CON,0,63,86,27,4,5,0,0,3,5,0,6,6,1,0,0,3,0,11,12,,
Crystal Langhorne,23,SEA,722,1,PHO,0,71,89,34,9,15,0,0,4,4,0,9,9,0,0,1,1,3,22,25,,
Crystal Langhorne,23,SEA,724,1,NYL,0,80,84,41,8,15,0,1,1,2,3,2,5,0,0,0,0,3,17,14,,
Crystal Langhorne,23,SEA,726,1,LAS,0,69,77,39,9,12,0,0,3,4,0,8,8,1,0,1,1,1,21,26,,
Crystal Langhorne,23,SEA,729,0,TUL,0,74,80,33,6,8,0,0,1,2,1,5,6,2,0,1,5,3,13,14,,
Crystal Langhorne,23,SEA,731,1,IND,0,67,76,33,3,5,0,0,2,4,1,2,3,1,1,0,4,3,8,5,,
Crystal Langhorne,23,SEA,803,1,SAN,1,71,65,33,6,14,0,0,7,10,1,9,10,1,1,0,2,4,19,18,,
Crystal Langhorne,23,SEA,807,1,ATL,1,88,68,33,7,14,0,0,3,4,1,5,6,2,1,0,0,3,17,18,,
Crystal Langhorne,23,SEA,810,1,TUL,1,74,68,37,5,11,0,0,2,2,2,5,7,4,1,1,4,2,12,15,,
Crystal Langhorne,23,SEA,815,0,LAS,0,65,77,20,4,6,0,0,2,2,1,1,2,2,2,0,2,0,10,12,,
Crystal Langhorne,23,SEA,817,1,PHO,0,65,78,19,6,9,0,0,4,6,1,2,3,0,0,0,0,3,16,14,,
Ivory Latta,24,WAS,516,1,MIN,0,77,89,29,8,11,7,9,2,2,0,2,2,5,1,0,2,4,25,28,,
Ivory Latta,24,WAS,523,0,IND,1,79,63,25,2,6,2,5,5,6,0,2,2,1,0,0,1,0,11,8,,
Ivory Latta,24,WAS,524,1,SEA,0,65,73,33,4,11,2,6,0,1,0,2,2,1,0,0,1,2,10,4,,
Ivory Latta,24,WAS,530,1,NYL,1,68,60,23,6,9,2,3,1,1,1,3,4,3,0,0,2,0,15,17,,
Ivory Latta,24,WAS,601,1,LAS,1,92,84,43,4,17,4,11,2,2,2,4,6,8,1,0,5,0,14,11,,
Ivory Latta,24,WAS,605,0,CON,1,74,66,31,5,11,1,5,1,3,0,3,3,3,0,0,2,2,12,8,,
Ivory Latta,24,WAS,606,1,IND,0,61,64,32,2,9,1,7,7,8,0,2,2,2,2,0,3,1,12,7,,
Ivory Latta,24,WAS,608,0,NYL,0,64,81,22,1,3,1,1,2,2,1,1,2,1,0,0,1,2,5,5,,
Ivory Latta,24,WAS,610,1,PHO,0,66,81,26,3,11,2,6,0,0,0,0,0,3,0,0,2,1,8,1,,
Ivory Latta,24,WAS,613,1,CHI,1,79,68,24,2,10,1,5,2,2,1,0,1,2,1,0,1,0,7,2,,
Ivory Latta,24,WAS,615,1,ATL,0,67,75,31,4,13,2,7,2,2,0,2,2,6,1,0,2,1,12,10,,
Ivory Latta,24,WAS,618,0,ATL,0,73,83,32,3,10,3,6,0,0,2,1,3,2,0,0,2,3,9,5,,
Ivory Latta,24,WAS,620,0,MIN,0,65,75,26,1,6,1,6,0,0,0,2,2,3,0,0,2,2,3,1,,
Ivory Latta,24,WAS,622,0,SEA,0,86,89,24,1,5,1,4,0,0,0,1,1,3,0,0,1,0,3,2,,
Ivory Latta,24,WAS,624,0,SAN,1,81,70,36,5,13,3,8,2,2,0,1,1,4,1,0,0,1,15,13,,
Ivory Latta,24,WAS,627,1,CON,1,69,63,38,2,8,1,7,5,5,0,1,1,7,1,0,2,1,10,11,,
Ivory Latta,24,WAS,629,1,SAN,0,65,73,36,5,11,2,7,2,2,2,3,5,0,0,0,2,2,14,11,,
Ivory Latta,24,WAS,702,1,IND,0,77,80,32,3,11,1,6,4,4,0,1,1,1,1,0,1,2,11,5,,
Ivory Latta,24,WAS,705,0,ATL,0,73,86,35,4,9,1,4,3,5,0,2,2,5,0,0,2,2,12,10,,
Ivory Latta,24,WAS,709,0,CHI,1,72,65,33,1,10,1,7,6,6,0,2,2,0,2,0,2,2,9,2,,
Ivory Latta,24,WAS,712,0,TUL,1,91,74,30,4,9,3,7,4,4,0,0,0,1,0,0,2,3,15,9,,
Ivory Latta,24,WAS,715,0,PHO,0,78,90,32,5,10,3,7,0,1,0,2,2,4,2,0,3,1,13,12,,
Ivory Latta,24,WAS,717,0,LAS,1,79,75,35,3,10,2,6,7,7,1,0,1,5,0,0,5,1,15,9,,
Ivory Latta,24,WAS,723,1,CON,1,89,75,34,9,14,5,7,0,0,0,3,3,6,1,0,2,2,23,26,,
Ivory Latta,24,WAS,725,1,TUL,1,82,77,33,6,12,4,9,1,2,0,2,2,4,1,0,0,2,17,17,,
Ivory Latta,24,WAS,727,1,ATL,1,77,67,35,7,13,3,8,4,5,0,6,6,6,1,0,3,1,21,24,,
Ivory Latta,24,WAS,729,0,NYL,0,76,80,36,4,11,2,5,0,0,1,1,2,2,2,0,0,3,10,9,,
Ivory Latta,24,WAS,803,0,CHI,0,65,76,28,4,13,3,6,1,1,1,4,5,3,1,1,3,4,12,10,,
Ivory Latta,24,WAS,805,1,NYL,1,79,46,26,6,8,4,5,0,0,0,1,1,3,2,0,2,2,16,18,,
Ivory Latta,24,WAS,808,0,IND,1,74,61,33,5,8,1,3,3,3,2,2,4,6,2,0,1,1,14,22,,
Ivory Latta,24,WAS,810,0,CON,0,81,89,42,7,17,3,9,3,6,1,3,4,6,0,0,2,3,20,15,,
Ivory Latta,24,WAS,813,1,CHI,0,69,72,36,4,14,2,8,2,2,2,3,5,3,1,0,0,1,12,11,,
Ivory Latta,24,WAS,815,0,CON,1,71,67,35,5,11,4,7,2,2,0,1,1,2,0,0,2,0,16,11,,
Ivory Latta,24,WAS,816,1,NYL,0,61,73,34,5,10,3,8,2,4,0,1,1,1,0,0,5,3,15,5,,
Sancho Lyttle,25,ATL,516,1,SAN,1,79,75,26,4,12,0,0,0,0,0,3,3,1,2,0,1,2,8,5,,
Sancho Lyttle,25,ATL,517,0,IND,1,90,88,46,4,10,0,0,2,4,7,14,21,2,3,1,3,5,10,26,,
Sancho Lyttle,25,ATL,524,0,CHI,0,73,87,17,1,5,0,0,0,0,1,3,4,0,1,1,2,3,2,2,,
Sancho Lyttle,25,ATL,525,1,IND,0,77,82,37,7,12,0,1,1,3,2,6,8,2,2,0,3,2,15,17,,
Sancho Lyttle,25,ATL,530,1,SEA,1,80,69,32,6,12,0,0,1,2,2,8,10,5,3,0,2,3,13,22,,
Sancho Lyttle,25,ATL,601,0,CON,0,76,85,26,2,7,0,0,6,10,3,4,7,3,3,0,1,5,10,13,,
Sancho Lyttle,25,ATL,603,1,LAS,1,93,85,37,7,10,0,0,4,4,4,8,12,4,1,2,0,1,18,34,,
Sancho Lyttle,25,ATL,607,1,CHI,1,97,59,27,6,14,0,1,3,4,4,8,12,4,4,0,0,2,15,26,,
Sancho Lyttle,25,ATL,613,1,MIN,1,85,82,29,4,9,0,0,2,5,4,8,12,1,1,0,2,3,10,14,,
Sancho Lyttle,25,ATL,615,0,WAS,1,75,67,28,7,11,0,1,1,3,1,5,6,1,5,0,3,5,15,18,,
Sancho Lyttle,25,ATL,618,1,WAS,1,83,73,31,3,9,0,0,3,5,4,6,10,2,2,0,1,2,9,14,,
Sancho Lyttle,25,ATL,620,1,NYL,1,85,64,24,4,8,0,0,1,2,2,3,5,3,4,0,0,2,9,16,,
Sancho Lyttle,25,ATL,622,0,NYL,0,78,85,28,6,10,0,1,0,0,2,5,7,3,5,0,3,5,12,20,,
Sancho Lyttle,25,ATL,626,0,SAN,1,81,79,33,7,15,0,0,2,3,3,8,11,2,2,0,0,2,16,22,,
Sancho Lyttle,25,ATL,629,0,IND,1,76,68,33,6,13,0,0,4,4,1,6,7,4,1,1,0,3,16,22,,
Sancho Lyttle,25,ATL,701,1,IND,0,70,77,16,3,8,0,0,0,0,3,5,8,1,0,2,0,6,6,12,,
Sancho Lyttle,25,ATL,705,1,WAS,1,86,73,33,9,13,0,1,0,0,2,6,8,1,1,0,1,2,18,23,,
Sancho Lyttle,25,ATL,708,1,CON,1,83,71,32,3,10,1,1,3,4,2,5,7,4,2,0,4,1,10,11,,
Sancho Lyttle,25,ATL,712,0,IND,1,93,74,29,4,7,0,1,1,2,3,3,6,3,0,0,0,2,9,14,,
Sancho Lyttle,25,ATL,713,1,CHI,1,81,79,38,3,15,0,1,6,8,5,8,13,5,4,2,0,4,12,22,,
Sancho Lyttle,25,ATL,716,0,NYL,0,75,77,34,6,15,0,0,2,2,2,7,9,2,2,4,3,1,14,19,,
Sancho Lyttle,25,ATL,722,0,MIN,0,108,112,47,13,21,0,0,0,2,6,6,12,2,2,3,4,4,26,31,,
Sancho Lyttle,25,ATL,725,1,CHI,0,75,79,32,7,12,0,0,1,2,2,7,9,2,3,0,1,2,15,22,,
Sancho Lyttle,25,ATL,727,0,WAS,0,67,77,36,9,20,0,1,1,1,2,6,8,2,1,0,0,3,19,19,,
Sancho Lyttle,25,ATL,729,1,CON,1,89,80,36,4,12,1,1,0,0,2,12,14,4,1,1,2,3,9,19,,
Sancho Lyttle,25,ATL,731,0,TUL,1,85,75,30,5,9,0,0,0,0,1,8,9,0,0,2,1,2,10,16,,
Sancho Lyttle,25,ATL,803,1,NYL,0,76,83,34,8,12,0,0,0,0,0,6,6,1,6,0,4,4,16,21,,
Sancho Lyttle,25,ATL,805,0,PHO,0,67,75,38,4,14,0,0,0,0,2,10,12,1,7,0,1,2,8,17,,
Sancho Lyttle,25,ATL,807,0,SEA,0,68,88,31,4,9,0,0,2,2,2,4,6,2,1,0,0,2,10,14,,
Sancho Lyttle,25,ATL,808,0,LAS,0,77,80,43,3,10,1,1,0,0,4,8,12,8,3,0,4,4,7,19,,
Sancho Lyttle,25,ATL,810,0,CHI,0,69,80,34,6,16,0,0,4,4,2,8,10,0,2,0,0,3,16,18,,
Sancho Lyttle,25,ATL,813,1,PHO,1,96,82,27,4,8,0,0,0,0,1,10,11,4,1,1,1,0,8,20,,
Sancho Lyttle,25,ATL,815,1,TUL,1,92,76,28,7,16,0,0,3,4,2,5,7,3,0,0,1,1,17,16,,
Sancho Lyttle,25,ATL,817,0,CON,0,55,84,12,3,6,0,0,0,0,1,2,3,0,0,0,1,0,6,5,,
Alex Bentley,26,CON,516,1,NYL,0,54,75,15,4,11,1,4,1,1,1,2,3,0,0,0,1,3,10,5,,
Alex Bentley,26,CON,518,0,MIN,0,87,90,13,1,5,0,2,0,0,0,0,0,1,1,0,3,2,2,-3,,
Alex Bentley,26,CON,521,0,CHI,0,68,78,9,1,5,0,1,2,4,1,0,1,3,2,0,1,2,4,3,,
Alex Bentley,26,CON,523,1,SEA,1,71,59,20,1,5,1,1,0,0,0,0,0,5,1,0,1,3,3,4,,
Alex Bentley,26,CON,529,0,IND,0,65,79,15,3,11,0,3,1,2,1,0,1,2,0,0,2,2,7,-1,,
Alex Bentley,26,CON,530,0,CHI,0,82,101,32,6,12,0,2,0,0,0,0,0,5,1,0,2,3,12,10,,
Alex Bentley,26,CON,601,1,ATL,1,85,76,21,2,5,0,0,1,2,0,1,1,4,2,0,4,2,5,4,,
Alex Bentley,26,CON,605,1,WAS,0,66,74,18,5,10,2,3,0,0,0,1,1,3,0,0,1,1,12,10,,
Alex Bentley,26,CON,607,1,IND,1,88,71,27,9,13,3,3,0,1,0,0,0,5,1,0,2,5,21,20,,
Alex Bentley,26,CON,612,1,PHO,1,96,95,31,9,12,2,2,2,2,0,4,4,5,0,0,2,5,22,26,,
Alex Bentley,26,CON,613,0,NYL,1,83,75,27,9,13,2,2,4,6,0,0,0,2,1,0,2,3,24,19,,
Alex Bentley,26,CON,615,1,NYL,1,76,72,26,4,11,0,1,4,4,0,1,1,4,1,0,0,1,12,11,,
Alex Bentley,26,CON,617,1,IND,1,89,67,20,4,6,0,0,1,1,0,3,3,4,3,0,4,3,9,13,,
Alex Bentley,26,CON,625,1,CHI,1,79,69,29,5,17,1,6,1,1,0,1,1,9,2,0,2,1,12,10,,
Alex Bentley,26,CON,627,0,WAS,0,63,69,25,5,12,1,4,0,0,0,1,1,4,3,0,2,4,11,10,,
Alex Bentley,26,CON,629,0,NYL,0,65,67,29,8,18,2,4,0,0,0,2,2,1,1,0,2,2,18,10,,
Alex Bentley,26,CON,701,1,SAN,0,71,74,27,4,14,2,6,0,0,0,1,1,5,4,0,3,4,10,7,,
Alex Bentley,26,CON,703,1,TUL,0,83,96,29,3,10,0,4,0,0,0,0,0,2,0,0,2,5,6,-1,,
Alex Bentley,26,CON,705,0,TUL,1,78,76,22,2,5,0,0,0,0,0,5,5,1,0,0,2,3,4,5,,
Alex Bentley,26,CON,708,0,ATL,0,71,83,28,8,16,2,3,1,2,1,2,3,3,1,0,2,2,19,15,,
Alex Bentley,26,CON,710,0,IND,0,68,72,31,4,10,1,2,0,0,0,4,4,5,1,1,3,3,9,11,,
Alex Bentley,26,CON,713,1,LAS,0,64,90,29,4,12,0,3,2,2,0,4,4,5,1,0,5,2,10,7,,
Alex Bentley,26,CON,715,0,SEA,1,86,63,29,9,15,1,3,3,3,1,1,2,3,1,0,0,2,22,22,,
Alex Bentley,26,CON,717,0,PHO,0,85,101,32,8,18,2,4,2,3,0,2,2,3,2,0,5,2,20,11,,
Alex Bentley,26,CON,723,0,WAS,0,75,89,34,7,16,1,4,0,0,0,1,1,9,0,1,3,1,15,14,,
Alex Bentley,26,CON,727,1,MIN,0,65,76,22,3,11,1,5,2,3,0,2,2,1,0,1,0,0,9,4,,
Alex Bentley,26,CON,729,0,ATL,0,80,89,30,3,14,0,2,0,0,0,1,1,8,3,0,0,6,6,7,,
Alex Bentley,26,CON,801,0,SAN,1,89,79,28,5,11,1,2,7,8,0,1,1,5,1,0,1,2,18,17,,
Alex Bentley,26,CON,803,0,LAS,0,69,70,25,3,9,0,0,0,0,0,4,4,6,1,0,3,2,6,8,,
Alex Bentley,26,CON,805,1,CHI,0,66,82,30,5,16,1,5,0,0,0,2,2,3,2,0,0,3,11,7,,
Alex Bentley,26,CON,808,0,NYL,0,66,71,34,6,16,0,4,2,2,0,2,2,2,2,0,2,4,14,8,,
Alex Bentley,26,CON,810,1,WAS,1,89,81,29,8,13,2,4,0,0,1,0,1,1,4,0,2,2,18,17,,
Alex Bentley,26,CON,815,1,WAS,0,67,71,32,7,14,1,4,1,1,0,1,1,3,1,0,2,2,16,12,,
Alex Bentley,26,CON,817,1,ATL,1,84,55,23,9,16,1,3,0,1,1,2,3,4,1,0,2,4,19,17,,
Kristi Toliver,27,LAS,516,0,SEA,1,80,69,27,4,10,2,6,3,3,0,2,2,3,2,0,0,4,13,14,,
Kristi Toliver,27,LAS,518,1,PHO,0,69,74,31,2,9,2,7,3,4,0,1,1,3,1,0,2,1,9,4,,
Kristi Toliver,27,LAS,525,1,SAN,1,83,62,30,6,12,2,3,1,1,2,3,5,5,1,0,0,2,15,20,,
Kristi Toliver,27,LAS,603,0,ATL,0,85,93,17,3,7,0,2,0,0,0,1,1,3,0,0,3,2,6,3,,
Kristi Toliver,27,LAS,606,0,CHI,1,102,88,30,7,11,3,5,1,2,0,2,2,5,1,0,1,2,18,20,,
Kristi Toliver,27,LAS,608,1,MIN,0,72,85,29,3,11,2,6,1,1,0,4,4,4,1,0,1,3,9,9,,
Kristi Toliver,27,LAS,628,0,TUL,1,92,89,24,4,9,2,3,2,2,0,2,2,3,2,0,1,5,12,13,,
Kristi Toliver,27,LAS,701,1,CHI,0,83,90,26,2,10,2,7,3,4,0,1,1,4,2,0,2,3,9,5,,
Kristi Toliver,27,LAS,703,0,SEA,1,70,56,26,3,8,1,3,0,0,0,2,2,2,4,0,2,4,7,8,,
Kristi Toliver,27,LAS,706,1,PHO,0,89,94,34,9,12,5,6,3,3,1,1,2,4,0,0,2,2,26,27,,
Kristi Toliver,27,LAS,708,0,MIN,0,72,83,23,3,12,1,6,0,0,0,1,1,2,0,0,0,2,7,1,,
Kristi Toliver,27,LAS,711,0,NYL,1,68,54,29,3,5,0,0,2,2,0,0,0,2,1,0,0,1,8,9,,
Kristi Toliver,27,LAS,713,0,CON,1,90,64,26,3,5,1,3,0,0,0,2,2,6,1,1,1,3,7,14,,
Kristi Toliver,27,LAS,715,0,IND,1,86,78,36,6,9,3,5,7,8,0,3,3,4,2,0,0,2,22,27,,
Kristi Toliver,27,LAS,717,1,WAS,0,75,79,34,4,7,1,4,4,4,1,2,3,2,0,0,3,3,13,12,,
Kristi Toliver,27,LAS,723,1,NYL,0,64,66,27,6,12,1,4,0,0,1,4,5,7,1,0,2,5,13,18,,
Kristi Toliver,27,LAS,724,1,PHO,0,73,93,33,1,12,1,3,4,4,0,0,0,3,1,0,3,3,7,-3,,
Kristi Toliver,27,LAS,726,0,SEA,1,77,69,32,4,7,1,2,1,2,0,2,2,5,1,0,1,1,10,13,,
Kristi Toliver,27,LAS,728,1,IND,1,77,73,37,3,6,0,0,4,4,1,2,3,6,1,0,4,4,10,13,,
Kristi Toliver,27,LAS,729,0,PHO,0,69,90,32,6,12,2,4,0,0,0,2,2,7,2,0,4,3,14,15,,
Kristi Toliver,27,LAS,803,1,CON,1,70,69,19,1,7,1,4,0,0,0,2,2,4,0,0,1,1,3,2,,
Kristi Toliver,27,LAS,805,1,TUL,0,90,96,21,1,5,0,2,0,0,0,1,1,6,0,0,2,3,2,3,,
Kristi Toliver,27,LAS,808,1,ATL,1,80,77,40,5,19,3,11,1,3,0,6,6,2,3,0,5,2,14,4,,
Kristi Toliver,27,LAS,810,0,SAN,0,76,82,29,4,10,1,5,0,0,0,2,2,8,1,0,1,1,9,13,,
Kristi Toliver,27,LAS,812,0,MIN,1,71,63,40,11,18,5,9,2,3,2,1,3,5,1,0,1,3,29,29,,
Kristi Toliver,27,LAS,815,1,SEA,1,77,65,30,8,12,3,6,1,1,0,1,1,6,1,0,3,1,20,21,,
Kristi Toliver,27,LAS,816,0,PHO,0,69,76,10,3,3,1,1,0,0,0,0,0,1,0,0,1,0,7,7,,
Jantel Lavender,28,LAS,516,0,SEA,1,80,69,16,4,5,0,0,2,3,2,3,5,0,0,0,0,5,10,13,,
Jantel Lavender,28,LAS,518,1,PHO,0,69,74,26,2,4,0,0,0,0,1,7,8,2,2,0,3,2,4,11,,
Jantel Lavender,28,LAS,525,1,SAN,1,83,62,25,6,9,0,0,0,0,0,2,2,2,0,1,0,1,12,14,,
Jantel Lavender,28,LAS,601,0,WAS,0,84,92,18,2,6,0,0,0,0,2,5,7,0,1,0,3,4,4,5,,
Jantel Lavender,28,LAS,603,0,ATL,0,85,93,28,10,15,0,0,1,2,3,3,6,0,0,0,1,2,21,20,,
Jantel Lavender,28,LAS,606,0,CHI,1,102,88,24,4,10,0,0,0,0,1,2,3,5,3,0,2,2,8,11,,
Jantel Lavender,28,LAS,608,1,MIN,0,72,85,20,5,5,0,0,2,3,2,2,4,0,0,0,2,0,12,13,,
Jantel Lavender,28,LAS,613,0,TUL,0,67,69,24,2,5,0,0,0,0,1,3,4,2,0,1,2,2,4,6,,
Jantel Lavender,28,LAS,614,0,SAN,0,74,101,24,6,10,0,0,3,3,1,3,4,2,0,2,6,2,15,13,,
Jantel Lavender,28,LAS,617,1,MIN,0,77,94,22,4,6,0,0,0,0,0,2,2,1,1,2,3,1,8,9,,
Jantel Lavender,28,LAS,619,1,TUL,1,87,77,36,9,14,0,0,0,0,5,8,13,2,1,1,2,5,18,28,,
Jantel Lavender,28,LAS,622,1,SAN,0,69,72,37,7,11,0,0,0,0,4,9,13,4,0,1,2,4,14,26,,
Jantel Lavender,28,LAS,624,1,SEA,1,65,57,25,3,7,0,0,1,2,0,4,4,2,0,2,1,1,7,9,,
Jantel Lavender,28,LAS,628,0,TUL,1,92,89,33,7,12,0,0,2,4,6,5,11,0,0,1,4,0,16,17,,
Jantel Lavender,28,LAS,701,1,CHI,0,83,90,26,3,6,0,0,4,4,0,2,2,1,0,2,2,2,10,10,,
Jantel Lavender,28,LAS,703,0,SEA,1,70,56,29,5,8,0,0,1,1,2,4,6,2,1,0,1,1,11,16,,
Jantel Lavender,28,LAS,706,1,PHO,0,89,94,24,4,9,0,1,0,0,2,9,11,2,0,0,3,1,8,13,,
Jantel Lavender,28,LAS,708,0,MIN,0,72,83,35,7,13,0,0,3,6,6,4,10,3,1,1,2,2,17,21,,
Jantel Lavender,28,LAS,711,0,NYL,1,68,54,26,6,9,0,0,2,2,0,4,4,0,1,1,0,1,14,17,,
Jantel Lavender,28,LAS,713,0,CON,1,90,64,24,8,13,0,0,3,3,1,6,7,0,0,1,2,2,19,20,,
Jantel Lavender,28,LAS,715,0,IND,1,86,78,30,2,5,0,0,4,4,2,2,4,3,1,1,1,0,8,13,,
Jantel Lavender,28,LAS,717,1,WAS,0,75,79,32,9,14,1,2,4,4,1,3,4,3,1,0,2,3,23,24,,
Jantel Lavender,28,LAS,723,1,NYL,0,64,66,37,8,19,0,0,0,0,3,5,8,1,1,0,1,2,16,14,,
Jantel Lavender,28,LAS,724,1,PHO,0,73,93,28,6,12,0,0,4,6,3,5,8,1,0,1,1,4,16,17,,
Jantel Lavender,28,LAS,726,0,SEA,1,77,69,32,3,9,0,0,4,4,1,6,7,0,0,0,1,2,10,10,,
Jantel Lavender,28,LAS,728,1,IND,1,77,73,35,5,12,0,0,3,3,2,2,4,3,0,0,4,1,13,9,,
Jantel Lavender,28,LAS,729,0,PHO,0,69,90,29,3,8,0,0,0,0,1,6,7,1,1,1,2,1,6,9,,
Jantel Lavender,28,LAS,803,1,CON,1,70,69,29,4,10,0,0,0,0,2,5,7,0,0,1,2,3,8,8,,
Jantel Lavender,28,LAS,805,1,TUL,0,90,96,22,2,4,0,0,2,2,1,2,3,1,1,1,1,1,6,9,,
Jantel Lavender,28,LAS,808,1,ATL,1,80,77,39,7,14,0,0,1,2,3,4,7,0,0,1,3,1,15,12,,
Jantel Lavender,28,LAS,810,0,SAN,0,76,82,35,7,13,0,0,1,2,3,4,7,3,0,4,1,3,15,21,,
Jantel Lavender,28,LAS,812,0,MIN,1,71,63,30,1,8,0,0,2,2,1,7,8,2,0,0,0,2,4,7,,
Jantel Lavender,28,LAS,815,1,SEA,1,77,65,28,4,5,0,0,1,2,1,3,4,1,1,0,4,2,9,9,,
Jantel Lavender,28,LAS,816,0,PHO,0,69,76,33,9,20,0,2,4,4,3,6,9,2,0,1,2,1,22,21,,
Shavonte Zellous,29,IND,516,0,CHI,0,71,74,33,3,10,1,5,7,10,1,2,3,3,2,2,2,2,14,12,,
Shavonte Zellous,29,IND,517,1,ATL,0,88,90,17,1,5,0,0,0,0,0,5,5,3,1,0,7,0,2,0,,
